Active,x1,pmv1,x2,pmv2,x3,pmv3,x4,pmv4,x5,pmv5,LUMO,HOMO,GapHL,Dipole_Moment,ASA,a_aro,a_count,a_heavy,balabanJ,chi0,KierFlex,lip_acc,lip_don,logS,mr,rings,vdw_area,vdw_vol,Weight,weinerPath,weinerPol,zagreb,apol,bpol,McGowan_Volume,PetitjeanNumber,CPCM1,CPCM2,CPCM3,CPCM4,CPCM5,SMD1,SMD2,SMD3,SMD4,SMD5,mol
1,111.386688,556.032776,117.318443,1156.6156,491.83139,518.983826,-1.85019064,611.620178,78.0227814,555.364075,-0.01868,-0.34344,-8.837239216,4.5989,638.76001,12,49,28,2.0498459,20.84457,5.6158266,5,0,-5.06745,10.970299,2,418.35379,521.96893,401.86899,2088,45,138,58.603653,31.116347,2.9772,0.5,-254.9847723,-252.1824306,-252.2372978,-256.1406448,-257.0918246,-262.1792794,-258.8969437,-258.4608901,-259.8247765,-254.3064671,Clc1cc(C(=O)c2c(F)cccc2)c(N(C(=O)CN([C@H](CC#N)C)C)C)cc1
1,86.5394211,438.365875,86.8770828,902.383606,388.167816,411.88147,-2.61724877,463.600769,61.0427589,439.056732,0.01557,-0.33121,-9.436438648,0.713,519.53949,6,45,20,2.2133374,14.587576,4.2021475,3,0,-3.1429999,8.2156925,2,314.11951,413.43793,275.392,736,33,100,49.293825,32.184175,2.3319,0.5,-255.7884208,-253.9494281,-253.9855596,-256.5427179,-257.1613418,-262.91449,-259.8566276,-259.5038464,-262.1756394,-258.3798942,O=C(O[C@]1([C@@H](CC)CN(C)CC1)c1ccccc1)CC
1,96.3583374,489.752045,90.6010056,983.374573,436.895996,465.610382,-4.07108498,490.604218,69.1988907,489.99408,0.01355,-0.32536,-9.222283356,1.6609,563.6618,12,52,23,2.3400867,16.872032,4.7960286,2,1,-3.6902399,9.8204842,2,373.91489,490.13153,311.46899,1044,39,114,58.198997,33.683003,2.7508,0.5,-295.7035287,-294.2461372,-294.2750828,-296.2917394,-296.7698858,-304.5124356,-301.4146542,-301.0325348,-301.9308376,-295.6516736,O[C@H](C(C[C@@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC
1,63.1577072,328.538544,66.4898224,703.940491,289.212158,304.666107,-3.47860956,352.834259,40.8103256,325.436859,-0.05516,-0.3498,-8.017625824,4.8166,427.27853,10,28,19,1.8581828,13.568549,1.6878827,5,1,-3.80845,6.7316976,3,229.07903,314.66937,255.22899,616,35,104,34.949137,14.692863,1.746,0.375,-140.4861757,-138.0785656,-138.1255366,-141.4855562,-142.3115065,-145.698629,-144.5056799,-144.250372,-145.1978907,-145.338519,O=C(O)CN1C(=O)c2c3c(ccc2)cccc3C1=O
1,119.626396,611.709045,110.212547,1211.8916,551.14801,590.851013,-6.23964977,582.042664,86.7791367,617.832336,-0.01684,-0.37396,-9.717806592,5.1514,640.53241,0,68,33,1.581059,24.026733,4.6207762,6,2,-4.5261698,11.934388,5,429.94974,611.638,462.55798,2617,82,200,74.466755,45.213245,3.4269,0.461538462,-378.6500848,-375.82116,-375.8764001,-379.8227739,-380.7911725,-385.4384411,-382.5736116,-382.1123641,-386.7422016,-384.0552672,F[C@@]12[C@@H](O)C[C@]3(C)[C@@]4(C(=O)CO)OC(CC)(CC)O[C@H]4C[C@@H]3[C@H]1CCC=1[C@@]2(C)C=CC(=O)C=1
1,125.840073,645.01239,115.341629,1274.50391,580.643616,622.689514,-6.89006996,608.119446,89.2185364,646.055969,-0.01495,-0.36515,-9.52950232,6.2897,674.55646,6,69,36,1.3892032,25.725405,4.3754182,6,2,-5.5633202,13.032756,6,448.75171,653.32434,496.57498,3397,87,220,78.413169,43.026831,3.612,0.466666667,-377.9603714,-375.0015359,-375.0593589,-379.1853553,-380.1961733,-386.5364883,-383.5099844,-383.0316481,-386.4180188,-382.6677288,F[C@]12[C@H](O)C[C@@]3(C)[C@]4(C(=O)CO)O[C@@](C)(c5ccccc5)O[C@@H]4C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1
1,116.116867,602.190247,108.192482,1213.71521,538.6698,575.63147,-7.09299517,581.254211,81.6845627,602.26886,0.01544,-0.29301,-8.39341802,1.6777,688.23004,9,64,29,1.3019754,20.120592,4.211606,4,1,-3.9653599,11.712863,5,391.40472,584.81006,393.57498,2177,53,164,71.439755,43.840245,3.2312,0.5,-369.5931925,-366.4956676,-366.5548219,-370.919315,-372.0337367,-381.7052966,-376.566859,-376.106961,-380.5822106,-373.6417939,O=C(NC1CCCCC1)[C@@H]1CN(C)[C@H]2[C@H](c3c4c(n(C(C)C)cc4C2)ccc3)C1
1,79.1511078,401.6586,81.1627197,846.411194,353.758972,373.030182,-2.7821486,434.70871,54.7256966,400.035767,0.00106,-0.34838,-9.508821504,4.1244,515.54303,12,37,19,1.7337191,13.501789,3.2485838,2,1,-3.6593299,7.9859347,2,280.01648,383.27774,250.345,778,24,90,44.122274,20.997726,2.1423,0.454545455,-203.8530505,-202.1756636,-202.2087255,-204.5379504,-205.0983491,-211.1230306,-208.0661437,-207.7394478,-207.7853948,-202.3006192,N#C[C@H](N[C@H](Cc1ccccc1)C)c1ccccc1
1,106.423645,537.796936,107.853622,1101.28137,476.262543,505.759827,-2.91567636,574.958557,70.2701035,533.799072,-0.02112,-0.33214,-8.463351832,4.607,606.92352,6,52,25,1.9857297,18.61252,6.2383809,7,3,-2.5476501,9.7943983,2,381.92081,483.48672,369.48599,1539,40,126,57.331411,40.846589,2.8124,0.5,-290.2184865,-285.7411145,-285.8285724,-292.0728726,-293.6030637,-295.7646189,-290.0739922,-289.659498,-299.6617227,-301.6219243,S(=O)(=O)(CC)c1c(N)cc(OC)c(C(=O)NC[C@H]2N(CC)CCC2)c1
1,87.6017609,456.56723,88.1782227,947.283264,406.874847,431.379944,-4.95241261,464.980713,53.4793739,454.090271,-3.00E-04,-0.3303,-8.979828,4.9374,554.53998,12,45,22,1.7059357,15.57914,3.2125635,2,0,-4.6006498,9.1067095,3,322.17987,445.88205,293.41,1007,36,116,52.438239,27.421761,2.4583,0.444444444,-256.6242152,-252.8626836,-252.9358311,-258.1898549,-259.4838366,-265.888947,-260.5473524,-260.2116127,-267.649145,-263.5599671,[O-][N+](CC/C=C/1\c2c(cccc2)CCc2c\1cccc2)(C)C
1,88.3397293,448.179291,88.3337021,931.310303,395.856079,419.386871,-2.96465778,475.900909,63.7079506,447.747559,0.01516,-0.33202,-9.447323288,1.5794,561.03857,6,46,19,1.797273,13.501789,5.1529498,2,0,-3.5107701,8.1183949,2,304.18472,412.25909,261.409,761,21,90,49.825411,33.412589,2.3162,0.444444444,-266.770886,-265.3141778,-265.342822,-267.3679898,-267.8577198,-275.4707709,-272.4726253,-272.0944232,-273.6510541,-267.6936315,O([C@@H](CN1CCCC1)c1ccccc1)CCC(C)C
1,118.435799,595.596191,120.663773,1231.0354,528.778442,558.414368,-3.05135894,646.163147,81.4197617,591.466064,-0.00442,-0.33872,-9.09683788,3.5538,711.29944,12,58,29,1.437301,20.639618,5.8777695,4,1,-4.6510601,11.320899,3,418.81369,558.22491,401.50098,2596,42,144,65.032997,39.687003,3.116,0.5,-320.9635825,-318.0508583,-318.1075775,-322.1756068,-323.1783774,-332.1932952,-327.4817662,-327.0124461,-330.4257581,-324.6043469,Fc1ccc(C(CCCN2CCN(C(=O)NCC)CC2)c2ccc(F)cc2)cc1
1,52.1223564,272.540527,55.3109093,589.988953,238.074432,250.090088,-2.96515036,295.961182,34.1905937,269.835846,-0.01138,-0.31577,-8.282938924,3.3057,386.89575,6,24,14,1.9319167,9.9662552,1.3105032,3,2,-2.1290901,5.4648237,2,200.45802,259.06943,186.21399,294,19,70,29.02993,13.21007,1.4416,0.428571429,-129.2804224,-126.9637364,-127.0086225,-130.253054,-131.0626402,-134.2984106,-131.4963802,-131.2872196,-133.4040556,-131.945711,O=C1N(c2cc(N)ccc2)C=CC=C1
1,40.778019,204.724365,46.0214882,454.85907,175.874786,182.840607,-0.386841059,256.555878,27.6208153,204.512222,-0.00621,-0.33096,-8.8369671,1.5299,314.52097,6,18,9,2.2770474,6.6902347,1.0904166,3,0,0.89273,3.6077387,1,157.65932,177.48007,123.159,88,9,40,19.861137,14.458863,1.0158,0.4,-98.19767692,-96.94740478,-96.9722124,-98.70307781,-99.1142832,-101.8669949,-99.7233826,-99.55149291,-100.4631932,-100.7613019,N(C)(C)c1nccnc1
1,35.4840431,177.154892,38.9381218,392.988983,151.505569,158.305969,-0.107090078,225.434464,26.1934586,178.969437,0.12477,-0.40169,-14.32581894,1.609,269.86874,0,18,6,3.1684899,5.2071066,1.6326531,1,1,-0.57139999,2.6378894,0,129.95531,144.56418,88.150002,28,3,24,17.603516,13.118484,0.8718,0.333333333,-105.0393445,-104.4070587,-104.4195456,-105.2967757,-105.5070802,-107.0360427,-106.0606423,-105.8872879,-107.1303566,-104.7885061,OC(CC)(C)C
1,103.657295,533.154602,101.234245,1095.10571,474.259521,504.715302,-5.31025076,538.755798,71.989502,532.891296,0.00764,-0.30972,-8.635873376,5.2498,631.77649,12,54,26,1.5084159,18.407566,4.7638111,4,2,-3.9049301,10.56019,3,386.35901,518.65399,352.478,1822,41,132,61.194204,34.803796,2.8986,0.5,-305.6063973,-302.5831848,-302.6427773,-306.8409463,-307.851289,-314.969137,-310.462575,-310.0549545,-313.7368538,-309.0890116,O=C(OCC)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
1,61.9065056,319.128571,65.028183,683.179138,278.969299,293.632355,-2.6367805,353.109222,41.0346909,316.873993,-0.0025,-0.33677,-9.096021532,1.5756,432.01474,6,29,16,1.8476701,11.543606,2.2279217,4,0,-2.0952401,6.0288482,2,226.26596,292.47086,219.23999,453,22,80,33.294309,20.023691,1.6431,0.444444444,-156.2146971,-153.9116495,-153.9566188,-157.1676316,-157.9527061,-160.2895261,-158.4143952,-158.1522168,-160.1240511,-159.2004553,O=C(N1C(=O)CCC1)c1ccc(OC)cc1
1,108.313301,561.568115,106.259727,1157.06311,499.585205,530.582825,-6.27098417,566.076599,73.8896866,559.918518,-0.01583,-0.28739,-7.389582096,3.8412,680.258,12,54,27,1.431643,18.639618,4.8247766,4,1,-4.8655801,11.25108,4,386.50742,535.99805,381.54401,1845,42,142,63.725411,37.374589,2.9946,0.461538462,-299.5634351,-296.5365556,-296.595225,-300.8321423,-301.8863644,-311.0141325,-306.3653934,-305.923994,-309.3016729,-304.3973435,O=C(NCCC)c1cc2N(CCN3CCCC3)c3c(Sc2cc1)cccc3
1,69.3651428,368.377228,63.7459068,760.961243,328.718658,350.466034,-6.24255466,344.141846,48.1778374,367.271484,-0.00877,-0.31557,-8.34851888,2.2108,467.41217,12,37,20,1.67405,13.853006,2.0397749,3,2,-3.32655,7.731041,4,246.37807,373.14487,267.328,680,40,116,43.959481,20.564519,2.0287,0.5,-202.1938596,-200.3282411,-200.3645455,-202.9709271,-203.6141597,-210.5328468,-207.4925589,-207.2051853,-209.1949669,-206.2066539,Oc1c(O)ccc2c1-c1c3[C@H](N(C)CCc3ccc1)C2
1,61.3983765,306.030609,65.3643036,652.360474,266.929688,281.185669,-0.686541736,354.799042,43.0912132,306.072693,-0.00635,-0.38374,-10.26938572,1.645,389.06491,0,29,15,2.9407213,11.637828,2.1347172,5,2,-2.5215299,5.5024867,1,233.48965,274.50076,210.233,326,27,74,31.541102,19.498898,1.6127,0.428571429,-156.750363,-154.8272292,-154.8651727,-157.5341272,-158.1745744,-159.5181788,-158.1523274,-157.9029287,-159.9109628,-159.9255901,O=C1C(C(C)C)(CC=C)C(=O)NC(=O)N1
1,118.091194,611.088318,118.332138,1282.26416,541.723206,574.34137,-6.9993329,614.092896,82.0956726,607.33783,-0.00437,-0.3237,-8.689480228,4.0796,750.34436,12,57,30,1.0625869,20.924074,6.5899701,5,1,-5.34374,12.175571,4,430.1933,580.61761,448.39398,3204,46,156,67.747411,37.850589,3.2755,0.5,-311.1819849,-307.6056486,-307.6759167,-312.6501876,-313.8557239,-323.3564839,-318.262696,-317.7866575,-321.9929267,-316.4246257,Clc1c(Cl)cccc1N1CCN(CCCCOc2cc3NC(=O)CCc3cc2)CC1
1,48.1131058,235.455063,56.9478149,526.67511,201.565399,208.559723,1.03514874,316.512451,32.5366669,236.154694,-0.01091,-0.3486,-9.189085204,2.6439,335.38498,0,20,12,2.5964684,9.3009653,2.322897,6,4,0.40355,3.5380616,1,161.88576,186.60243,176.12399,188,17,58,20.706344,11.619656,1.1116,0.5,-101.9489262,-99.48354825,-99.5321841,-102.9550875,-103.7786225,-103.0416917,-101.0654386,-100.8680247,-106.3615805,-109.974185,O=C1C(O)=C(O)[C@@H]([C@@H](O)CO)O1
